"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"NeuroRelief Ketamine & Infusion Therapy Los Angeles","4.9","148","4955 Van Nuys Blvd UNIT 411","Sherman Oaks","California","US","https://neuroreliefketamine.com/?utm_source=google","(818) 217-8699","Mental health clinic","Mental health service","Pain control clinic","Psychiatrist","Psychotherapist",,,,,,"https://www.google.com/maps/search/?api=1&query=NeuroRelief%20Ketamine%20%26%20Infusion%20Therapy%20Los%20Angeles&query_place_id=ChIJW0p7ot-XwoARmgHVIpIkwEo","Mental health clinic"
"Castle Dermatology Institute","4.8","810","18555 Ventura Blvd Unit E","Tarzana","California","US","http://www.castlederm.com/","(818) 344-3376","Dermatologist",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Castle%20Dermatology%20Institute&query_place_id=ChIJDeEO2wiZwoARGsVXWDSTF-I","Dermatologist"
"SoCal Hyperbaric Oxygen Center","4.9","78","17001 Ventura Blvd","Encino","California","US","https://www.socalhbot.com/","(818) 616-9023","Hyperbaric medicine physician","Alternative medicine practitioner","Holistic medicine practitioner","Sports medicine clinic","Wellness center",,,,,,"https://www.google.com/maps/search/?api=1&query=SoCal%20Hyperbaric%20Oxygen%20Center&query_place_id=ChIJr0If5keZwoAR-zHufChRrBU","Hyperbaric medicine physician"
"Concord Wellness","5","2","16661 Ventura Blvd #703","Encino","California","US","http://www.concordmd.com/","(818) 800-2002","Medical Center",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Concord%20Wellness&query_place_id=ChIJNbf0INOZwoARMhTA0hMZUD0","Medical Center"
"Amir H. Raeesy-Nezhad, MD","4.3","24","16311 Ventura Blvd #955","Encino","California","US","http://www.balboamedicalcentre.com/","(818) 701-0017","Internist",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amir%20H.%20Raeesy-Nezhad%2C%20MD&query_place_id=ChIJMZe8pImawoARLcMKQgLIS7I","Internist"
"Diamond Surgical Institute","4.7","12","16250 Ventura Blvd SUITE 345","Encino","California","US",,"(818) 528-2559","Plastic surgeon","Surgical center",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Diamond%20Surgical%20Institute&query_place_id=ChIJUaYXQyeYwoAREyHGNa1HBdA","Plastic surgeon"
"Fakheri Azita MD - Dermatologist in Tarzana","4.5","175","19100 Ventura Blvd","Tarzana","California","US","http://drfakheriskin.com/","(818) 343-0101","Dermatologist","Doctor","Internist",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fakheri%20Azita%20MD%20-%20Dermatologist%20in%20Tarzana&query_place_id=ChIJg3_wJY6ZwoARG1FXXd9spKo","Dermatologist"
"Brazilian Body Bar","4.9","47","16250 Ventura Blvd #439","Encino","California","US","https://www.brazilianbody-bar.com/","",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Brazilian%20Body%20Bar&query_place_id=ChIJHcbGF2yZwoAR0Vp0tW-8n64",
"Breastlink Women's Imaging Tarzana","4.7","6052","18133 Ventura Blvd Ste 200","Tarzana","California","US","https://breastlink.com/locations/breastlink-womens-imaging-tarzana?utm_source=GMB_BLT_location&utm_medium=map_listings&utm_campaign=GMB&utm_content=location","(818) 784-8799","Medical diagnostic imaging center","Mammography service","Oncologist","Radiologist","Surgeon",,,,,,"https://www.google.com/maps/search/?api=1&query=Breastlink%20Women's%20Imaging%20Tarzana&query_place_id=ChIJsbrX88yZwoAR-DtQayr2BU0","Medical diagnostic imaging center"
"PureGlow Studio","5","2","5444 Yolanda Ave #211","Tarzana","California","US","http://pureglowstudio.schedulista.com/","(818) 277-6202","Beauty salon","Tattoo shop",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PureGlow%20Studio&query_place_id=ChIJ-6s-Jw-ZwoARgIkEIlIq5lY","Beauty salon"
"PM Pediatric Urgent Care","4.7","1094","18555 Ventura Blvd Suite B","Tarzana","California","US","https://pmpediatriccare.com/location/california-tarzana/","(818) 614-3088","Pediatric clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PM%20Pediatric%20Urgent%20Care&query_place_id=ChIJDeEO2wiZwoARqda_U2V8DgY","Pediatric clinic"
"Superior Chiropractic Care","5","1","14328 Victory Blvd # G","Van Nuys","California","US",,"(818) 902-2122","Chiropractor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Superior%20Chiropractic%20Care&query_place_id=ChIJObHq-AOXwoARqWOsBvc-2eM","Chiropractor"
"NY2LA the Salon","4.6","14","18633 Ventura Blvd","Tarzana","California","US","https://www.ny2lahairsalon.com/","(818) 881-6770","Beauty salon","Hair salon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NY2LA%20the%20Salon&query_place_id=ChIJcU3yLA-ZwoARZbPNdi_xEKc","Beauty salon"
"Tarzana Treatment Centers","3","154","18646 Oxnard St","Tarzana","California","US","https://www.tarzanatc.org/","(818) 996-1051","Medical clinic","Addiction treatment center","Mental health service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tarzana%20Treatment%20Centers&query_place_id=ChIJIznlCHOZwoARPU4AXSp0oTw","Medical clinic"
"Studio Queen Hair","4.7","47","15053 Ventura Blvd Ste 207","Sherman Oaks","California","US","https://studioqueenhair.com/","(213) 271-5555","Beauty salon","Hair extension technician","Hair extensions supplier","Hairdresser",,,,,,,"https://www.google.com/maps/search/?api=1&query=Studio%20Queen%20Hair&query_place_id=ChIJgR4VZiKXwoARpSylTX_jzRs","Beauty salon"
"Salon Michele","4.9","7","17177 Ventura Blvd","Encino","California","US",,"(818) 808-0612","Beauty salon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon%20Michele&query_place_id=ChIJW95x2DWYwoAR3Nk57Z2twsM","Beauty salon"
"Beverly Hills Physicians","4.1","69","15630 Ventura Blvd","Encino","California","US","https://beverlyhillsphysicians.com/","(800) 788-1416","Plastic surgery clinic","Gastroenterologist","Medical group","Podiatrist","Weight loss service",,,,,,"https://www.google.com/maps/search/?api=1&query=Beverly%20Hills%20Physicians&query_place_id=ChIJkfn0bCeYwoARwDYpqm398KM","Plastic surgery clinic"
"Los Angeles Center for Cosmetic Surgery","4.8","59","1245 Wilshire Blvd #603","Los Angeles","California","US","https://www.lacosmeticdocs.com/?utm_source=gmb&utm_medium=organic","(818) 696-2137","Medical spa","Laser hair removal service","Plastic surgeon","Plastic surgery clinic",,,,,,,"https://www.google.com/maps/search/?api=1&query=Los%20Angeles%20Center%20for%20Cosmetic%20Surgery&query_place_id=ChIJ3WRgCKDBwoARCSBJkq2D9RM","Medical spa"
"Downtown Laser and Anti-Aging","3.9","35","1127 Wilshire Blvd # 1104","Los Angeles","California","US","http://www.downtownlaserandantiaging.com/","(213) 948-8094","Medical spa","Laser hair removal service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Downtown%20Laser%20and%20Anti-Aging&query_place_id=ChIJdZbRepXHwoARdROYfjxvCX8","Medical spa"
"Frais Spa at The O Hotel","4.3","65","819 Flower St","Los Angeles","California","US","https://fraisspa.com/","(213) 842-1819","Day spa","Facial spa","Health spa","Massage spa","Massage therapist","Reflexologist","Skin care clinic","Wellness center",,,"https://www.google.com/maps/search/?api=1&query=Frais%20Spa%20at%20The%20O%20Hotel&query_place_id=ChIJP-9_6LbHwoARLrAWIOp5Lq0","Day spa"
"Sojeong Skin Therapy","4.8","45","937 S Alvarado St #2b","Los Angeles","California","US","https://www.sjskintherapy.com/book-online","(213) 507-1853","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sojeong%20Skin%20Therapy&query_place_id=ChIJwdoOGH64woARZQlRrTOs360","Skin care clinic"
"Vermont Health Care",,,"1234 N Vermont Ave","Los Angeles","California","US","http://www.vermontmedspa.com/","(323) 660-5625","Medical spa","Mental health clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vermont%20Health%20Care&query_place_id=ChIJs-RAplPHwoARueUf5cFq18w","Medical spa"
"HER Med Spa","5","2","2226 E Cesar E Chavez Ave Suite 101","Los Angeles","California","US","https://hermedspa.com/","(213) 267-7197","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HER%20Med%20Spa&query_place_id=ChIJS6GJQtbHwoARqvY0gXOg6Fo","Medical spa"
"Stephen Bresnick MD","4.8","35","16633 Ventura Blvd, Suite 110-Lobby Level","Encino","CA","US","http://www.drbresnick.com/","(818) 981-3333","Plastic surgeon","Surgeon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stephen%20Bresnick%20MD&query_place_id=ChIJtekofiWYwoARoTzzf_r-OMk","Plastic surgeon"
"Ari Hyman, MD","4.9","116","16311 Ventura Blvd # 970","Encino","California","US","http://www.arihymanmd.com/","(818) 275-8223","Plastic surgeon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ari%20Hyman%2C%20MD&query_place_id=ChIJr5S0I6eZwoARJYUe0r5iHIw","Plastic surgeon"
"Magic Touch Salon","4.4","112","5420 Reseda Blvd","Tarzana","California","US","https://magictouchbeautysalontarzana.com/","(818) 345-3000","Beauty salon","Cosmetics store","Nail salon",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Magic%20Touch%20Salon&query_place_id=ChIJqcXkXwiZwoAR35M_tdWmiAU","Beauty salon"
"Dr. Pegah Samouhi","5","6","16661 Ventura Blvd #705","Encino","California","US","https://www.towerpodiatry.com/pegah-samouhi-dpm/","(818) 789-7891","Podiatrist","Surgeon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Pegah%20Samouhi&query_place_id=ChIJDb9Vt2mZwoAROlhf4pjWG48","Podiatrist"
"TRU Foot and Ankle: Jason Khadavi, DPM","5","427","16661 Ventura Blvd #820","Encino","California","US","http://www.trufootandankle.com/","(424) 377-0441","Podiatrist",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TRU%20Foot%20and%20Ankle%3A%20Jason%20Khadavi%2C%20DPM&query_place_id=ChIJzTB0DPu9woAR0aBcCdcBdcY","Podiatrist"
"Dr. Kamran Safvati, MD","4","41","18384 Clark St Suite 113","Tarzana","California","US","http://tarzanacosmetic.com/","(818) 609-1991","Doctor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Kamran%20Safvati%2C%20MD&query_place_id=ChIJiSQgaQiZwoARG_2Qgcwc8V8","Doctor"
"Laser Center","4.8","199","4444 Lankershim Blvd","Toluca Lake","California","US","https://pureskinlasercenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_noho","(818) 643-4216","Medical spa","Cosmetics industry","Facial spa","Health spa","Laser hair removal service","Skin care clinic","Tattoo removal service",,,,"https://www.google.com/maps/search/?api=1&query=Laser%20Center&query_place_id=ChIJR517T9a_woARr2N2YmNcbpM","Medical spa"
"Pacifica Med Spa: Camarillo",,,"12050 Ventura Blvd","Studio City","California","US","https://www.pacificaplasticsurgery.com/dr-daniel-g-kolder-m-d/","(818) 763-0220","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pacifica%20Med%20Spa%3A%20Camarillo&query_place_id=ChIJ8cNUKFm9woARiUAblLDqrSE","Medical spa"
"dr LASER","4.5","133","13450 Ventura Blvd","Sherman Oaks","California","US","http://drlaserla.com/","(818) 783-4284","Laser hair removal service","Hair replacement service","Medical spa","Skin care clinic","Tattoo removal service",,,,,,"https://www.google.com/maps/search/?api=1&query=dr%20LASER&query_place_id=ChIJayU8yieWwoARXIHWKZJ1L-U","Laser hair removal service"
"BeauTech Cosmetic","4.9","153","12215 Ventura Blvd","Studio City","California","US","https://beautechcosmetic.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","(818) 769-2247","Medical spa","Facial spa","Hair removal service","Laser hair removal service",,,,,,,"https://www.google.com/maps/search/?api=1&query=BeauTech%20Cosmetic&query_place_id=ChIJRTUWnvy9woAR-nIwc5zp5kI","Medical spa"
"Grand Cosmetic Clinic","5","111","11239 Ventura Blvd STE 212 Unit 2","Studio City","California","US","https://grandcosmeticclinic.com/","(818) 200-7769","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Grand%20Cosmetic%20Clinic&query_place_id=ChIJTZ1EWF6_woARpqprrAByP70","Medical spa"
"ROUTINE by Anush Movsesian","4.7","66","11071 Ventura Blvd","Studio City","California","US","https://www.routinebyanush.com/","(818) 883-8888","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ROUTINE%20by%20Anush%20Movsesian&query_place_id=ChIJUyy_NF-_woARcL6AfjCwbKk","Medical spa"
"The Body Sculpting Studio","4.8","36","12840 Riverside Dr #401","Valley Village","California","US","http://thebodysculptingstudio.com/","(818) 336-4377","Medical spa","Skin care clinic","Weight loss service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Body%20Sculpting%20Studio&query_place_id=ChIJt0BrGRuWwoARVEDORNJWyC4","Medical spa"
"Century Med Club","5","2","15243 Vanowen St # 101","Van Nuys","California","US","https://centurymedclub.com/?utm_source=GMB&utm_medium=Van_Nuys&utm_campaign=Website","(818) 785-0790","Medical spa","Pain management physician","Weight loss service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Century%20Med%20Club&query_place_id=ChIJXeQSZ7KXwoARBPkchbTatAM","Medical spa"
"Sayana Medical and Wellness Center","5","86","14006 Riverside Dr Unit 18","Sherman Oaks","California","US","https://www.sayanamedical.com/?utm_source=gmb&utm_medium=organic","(818) 331-4386","Medical clinic","Internist","Vitamin & supplements store","Weight loss service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sayana%20Medical%20and%20Wellness%20Center&query_place_id=ChIJa5o0BhS-woARTtaiH8UmoOw","Medical clinic"
"Tracy Hudson Skin Care","4.8","24",,,,,"http://tracyspa.com/","(310) 994-0064","Medical spa","Beauty product supplier","Service establishment","Facial spa","Skin care clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=Tracy%20Hudson%20Skin%20Care&query_place_id=ChIJG6PhBRS-woARSABF6xZbWFg","Medical spa"
"PureVita Med Spa",,,"11755 Victory Blvd","North Hollywood","California","US",,"(747) 441-0941","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PureVita%20Med%20Spa&query_place_id=ChIJ3z2mgiSVwoARaIlunaeSgOk","Medical spa"
"Metro Med Institute of Integrative Medicine","4.8","33","11650 Riverside Dr","Studio City","California","US","http://www.metromd.net/","(323) 285-5300","Medical clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Metro%20Med%20Institute%20of%20Integrative%20Medicine&query_place_id=ChIJMSsl8iC_woARkXDX4en3rJs","Medical clinic"
"MELAUNO Aeshtetics",,,"5313 Bakman Ave","North Hollywood","California","US","https://melauno.com/","(747) 256-8693","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MELAUNO%20Aeshtetics&query_place_id=ChIJVTYWO9CVwoARHfoLz8stLf8","Medical spa"
"Skinny Me Med","4.9","66","7232 Van Nuys Blvd #102","Van Nuys","California","US","http://www.skinnymemed.com/","(877) 991-1191","Weight loss service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skinny%20Me%20Med&query_place_id=ChIJX-V29CKXwoARAxNQDKKfGOI","Weight loss service"
"Spa Day Organic Sherman Oaks","5","1",,,,,,"(747) 203-0887","Medical spa","Service establishment","Facial spa","Massage therapist","Massage spa",,,,,,"https://www.google.com/maps/search/?api=1&query=Spa%20Day%20Organic%20Sherman%20Oaks&query_place_id=ChIJBYpphz2XwoAROCQSpLxpOnQ","Medical spa"
"Spa Source LLC - Spa Equipment, Exam Tables, Facial Beds, Salon Equipment & Exam Chairs Seller","4.9","337","7720 Airport Business Park Way","Van Nuys","California","US","https://spasource.com/","(877) 467-5252","Medical equipment manufacturer","Beauty product supplier","Beauty products wholesaler","Beauty supply store","Health and beauty shop","Hospital equipment and supplies","Medical equipment supplier",,,,"https://www.google.com/maps/search/?api=1&query=Spa%20Source%20LLC%20-%20Spa%20Equipment%2C%20Exam%20Tables%2C%20Facial%20Beds%2C%20Salon%20Equipment%20%26%20Exam%20Chairs%20Seller&query_place_id=ChIJf9xC6z3BwoARysfcXrgGwpo","Medical equipment manufacturer"
"Classic Spa Collection - Spa Equipment","4.7","41","6917 Valjean Ave","Van Nuys","California","US","http://www.classicspacollection.com/","(818) 244-2700","Factory equipment supplier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Classic%20Spa%20Collection%20-%20Spa%20Equipment&query_place_id=ChIJ05usU1-XwoARpMYamMK_Kns","Factory equipment supplier"
"Aurora Aesthetics","4.9","23","13131 Sherman Way Ste 211","North Hollywood","California","US","https://www.auroraaesthetics.la/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4800990256443285315","(213) 277-2021","Medical spa","Beauty salon","Facial spa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aurora%20Aesthetics&query_place_id=ChIJYTz8Qf-XwoAR0qEITZNvchc","Medical spa"
"Jubilee Aesthetics","4.3","6","8102 Sunland Blvd","Sun Valley","California","US","https://www.jubileeaesthetics.com/","(818) 630-9450","Medical spa","Health spa","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jubilee%20Aesthetics&query_place_id=ChIJv5SHRKaVwoARqLEVRT3yiYU","Medical spa"
"[Skin]Sencials","5","10","10933 Victory Blvd","North Hollywood","California","US",,"(818) 928-6961","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%5BSkin%5DSencials&query_place_id=ChIJD11zk9-VwoARG9_AjPfnMo8","Medical spa"
"Be Wellness + Aesthetics","5","4","7219 Van Nuys Blvd","Van Nuys","California","US","https://bewellnessla.com/","(818) 855-1400","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Be%20Wellness%20%2B%20Aesthetics&query_place_id=ChIJmcnbdQSXwoARXhjC0Lhzx5o","Medical spa"
"Rosa West Laboratories, Inc. / RAYA Cosmetics","4.2","11","12550 Saticoy St S","North Hollywood","California","US","http://www.rayalab.com/","(818) 763-7292","Beauty products wholesaler","Cosmetic products manufacturer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rosa%20West%20Laboratories%2C%20Inc.%20%2F%20RAYA%20Cosmetics&query_place_id=ChIJwUOVYo6VwoARwj7WLJL7z6M","Beauty products wholesaler"
"Bel Air","5","23","7218 Van Nuys Blvd Suite D","Van Nuys","California","US","https://belairweightlossandcosmetics.com/","(818) 997-7575","Weight loss service","Medical spa","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bel%20Air&query_place_id=ChIJS71JYiKXwoARTW4vqNoMIzg","Weight loss service"
"Dahl Aesthetics, Skin Care & Wellness","5","17","13752 1/2 Roscoe Blvd","Panorama City","California","US","http://dahlaesthetic.com/","(818) 824-2361","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dahl%20Aesthetics%2C%20Skin%20Care%20%26%20Wellness&query_place_id=ChIJJevMKFOXwoARxP4GyV6VA2g","Medical spa"
"Hydration Room - North Hollywood","5","40","6160 Laurel Canyon Blvd Suite B140","North Hollywood","California","US","https://hydrationroom.com/locations/ca/north-hollywood/6160-laurel-canyon-blvd?utm_source=google&utm_medium=organic&utm_campaign=gbp","(818) 698-2113","Medical spa","Holistic medicine practitioner","IV therapy service","Weight loss service","Wellness center",,,,,,"https://www.google.com/maps/search/?api=1&query=Hydration%20Room%20-%20North%20Hollywood&query_place_id=ChIJF0Ghfw-XwoARrBND4Nl__fg","Medical spa"
